M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0444,2285,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:03:01,T5445R01,TR12.A1,Useguggil' Ubaba,Wedding Song; Chief's Song,"Father Is Completely Old, Isekle wedding song, written by Chief Ngobozana of Mpungose, recorded at Chief Buthelezi's Kraal","Chief Buthelezi, mixed chorus",Male Voice; Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR12","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Written by Chief Ngobozana of Mpungose. http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR12
0445,287,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:03:09,T5449R25,TR10.B1,Ngimthanda Nje Muhle,Love Song,"He Is So Handsome and How I Love Him, love song with ugubu bow, written by Constance Magogo Uzulu ka Dinizulu, mother of the chief","Constance Magogo Uzulu ka Dinizulu, ugubu bow",Female Bow; Ugubu Bow,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR10","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR10
0446,2282,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:01:37,T5449R23,TR10.A11,Sawubona,Greeting Song; Self-Delectative Song,"Greetings, self-delectative song with makhweyana bow performed by son of Chief Mhlolutini, Nganzakawenye Shandu","Nganzakawenye Shandu, voice, makhweyana bow",Male Voice; Makhweyana Bow,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR10","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR10
0447,2286,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:01:47,T5449R15,TR10.A3,Wawuyo Kwenzani,Walking Song,"What Did You Go There For?, walking song with makhweyana bow performed by daughter of Chief Mhlolutini and four girls","Female chorus, makhweyana bow",Female Voices; Makhweyana Bow,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR10","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Information on makhweyana bow also contained in notes for TR10.A12, AF18.24, and TR10.B3-6, AF18.27.30; http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian",@SOA1957TR10
0448,291,-27.88,31.44,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Buthelezi, Mahlabatini District, Zululand, Natal, South Africa",29360,,0:02:50,T5449R09,TR9.B3,Sesasale' Baleni,Ceremonial Song,"Left Desolate, unaccompanied ceremonial song by tribesmen and women of Chief Buthelezi, composed by Nge'ingelele, Klwana, and Tshanibezwa","Nge'ingelele, mixed chorus",Male Voices; Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR9","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR9
0449,290,-28.53,30.89,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Nhlangakazi Hill, Ndwedwe, KwaZulu-Natal Province, South Africa",29360,,0:02:54,T5449R01,"TR9.A1, pt. 2",I Qhude Lo Kusa,Dance Song; Hymn; Animal Song,"The Cock That Crows at Dawn, dance song, Zulu hymn for Christian dancing, by men and women of the Shembe Church",Mixed chorus,Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR9","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,"Line 20 of coding sheet, range, seems inconsistent with analytical guidelines; http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian",@SOA1957TR9
0450,2284,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:03:06,T5445R04,TR12.A4,Umankankalaza,Drinking Song; Dance Song; Chief's Song,"The Great Swallower, drinking song with dancing and stamping of feet, composed by Chief Buthelazi, recorded at Chief Buthelezi's Kraal","Chief Buthelezi, mixed chorus, stamping",Male Voice; Mixed Voices; Stamping,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR12","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR12
0451,2283,-28.53,30.89,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"KwaZulu-Natal Province, South Africa",29360,,0:03:03,T5445R05,TR12.A5,"Eya-eya, Cetshwayo's Ihubo",Ceremonial Song; Chief's Song,"Ihubo song for ceremonial occasions, with stamping, composed by Chief Buthelazi","Chief Buthelezi, mixed chorus",Male Voice; Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR12","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR12
0452,289,-32.91,27.42,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Zwelitsha, Eastern Cape Province, South Africa",29360,,0:03:06,T5445R07,TR12.B1,Amapoyisa Ahlal' Esangweni,Wedding Song,"The Police at the Gate, wedding song with sticks, Zwelitsha was created in 1947 as corridor township to King William's Town to provide factory labor","Group of Baca men, sticks",Male Voices; Sticks,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR12","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR12
0453,430,-2.12,29.77,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Shyogwe, Rwanda",27781,,0:03:23,T5440R14,4A7.A2,Inka Yi Abajiji ,Pastoral Song; Cattle Song,"Pastoral song, title translates to ""The Cows of the Abajiji Family""",Women and girls of the Queen Mother's House at Shyogwe,Female Voices; Girls' Voices,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,"MInutage Coding Sheet notes this song as not being coded for Cantometrics, but  C-id 430 does match this source number and seems to be the same song.",http://www.folkways.si.edu/TrackDetails.aspx?itemid=14514,@FW1952SongsOfTheWatutsi
0454,2229,-2.16,29.66,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Muyunzwe Village, Former Gitarama Province, Rwanda",27781,,0:03:27,T5440R15,4A7.A3,Exploits of the Urwintwali,Warrior's Song,Song about a warrior group,Muyunzwe,Male Voice,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14515,@FW1952SongsOfTheWatutsi
0455,2230,-2.16,29.66,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Muyunzwe Village, Former Gitarama Province, Rwanda",27781,,0:03:38,T5440R16,4A7.A4,Ibabazabahibi,Warrior's Song,"Warriors' song, about wars in Kigesi and Nkore",Muyunzwe,Male Voice,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14516,@FW1952SongsOfTheWatutsi
0456,2231,-2.16,29.66,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Muyunzwe Village, Former Gitarama Province, Rwanda",27781,,0:02:26,T5440R17,4A7.A5,Warriors of the Urwintwali,Warrior's Song,Warriors' song depicting a warrior group,Muyunzwe,Male Voice,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14517,@FW1952SongsOfTheWatutsi
0457,2232,-1.96,29.74,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Muhanga District, Former Gitarama Province, Rwanda",27781,,0:03:20,T5440R18,4A7.A6; WFS6.18,Song of King Rwogera's Era,Warrior's Song; Historical Song,Warrior's song from King Rwogera's era (ca. 1830),Rusendezagekwe,Male Voice,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14518,@FW1952SongsOfTheWatutsi
0458,,-1.96,29.74,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,"Muhanga District, Former Gitarama Province, Rwanda",27781,,0:01:38,,4A7.B1,Amahamba,Pastoral song,"""Pastoral Song."" The singer says that the cow which has calved can bring forth nothing that will not be appreciated. It is a tangent reference to the queen-mother who gave birth to the king.",Murunganwa,Male Voice,,,Leo A. Verwilghen,1935-36,Smithsonian Folkways,"Songs of the Watutsi. Folkways Records FE4428, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,https://folkways.si.edu/murunganwa/amahamba/world/music/track/smithsonian,@FW1952SongsOfTheWatutsi
0459,1909,-3.28,37.51,Africa,East Africa,Great Lakes Africa,"Mt Kilimanjaro, N E Tanzania",Chagga,"Marangu, Moshi, Kilimanjaro, Tanzania",13388,,0:02:39,T5441R17,4A53.A3,Kicha Ulekia,Praise Song; Song About Leadership; Chief's Song,"Praise song for the mangi, chief","Lengare Sakaran, leader, male group, shicheyere leg bells",Male Voice; Male Voices; Shicheyere Leg Bells,,,Hugh Tracey,1950,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR155,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1950TR155
0460,1906,-3.28,37.51,Africa,East Africa,Great Lakes Africa,"Mt Kilimanjaro, N E Tanzania",Chagga,"Marangu, Moshi, Kilimanjaro, Tanzania",13388,,0:02:38,T5441R16,4A53.A2,Msuri Chamecha,Greeting Song; Praise Song; Song About Leadership; Chief's Song,"Song of greeting to important person, praise song for the chief ","Shabaa Kasiani, male group, shicheyere leg bells",Males Voice; Male Voices; Shicheyere Leg Bells,,,Hugh Tracey,1950,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR155,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1950TR155
0461,1910,-3.28,37.51,Africa,East Africa,Great Lakes Africa,"Mt Kilimanjaro, N E Tanzania",Chagga,"Marangu, Moshi, Kilimanjaro, Tanzania",13388,,0:01:37,T5441R13,4A52.B6,Umefika Marangu,Dance Song; Girls' Song,"Temo dance song for girls, title translates to ""You Have To Come To Marangu""","Yuspina Gadwin, group of girls, stamping, bass drum, laced and played with sticks",Female Voice; Girls' Voices; Stamping; Bass Drum; Sticks,,,Hugh Tracey,1950,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR155,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1950TR155
0462,1913,-3.28,37.51,Africa,East Africa,Great Lakes Africa,"Mt Kilimanjaro, N E Tanzania",Chagga,"Marangu, Moshi, Kilimanjaro, Tanzania",13388,,0:03:00,T5441R14,4A52.B7,O Horombo,Song About Leadership; Chief's Song,Loyalty song for the head chief of the section,"Mireiye Sanganga, Chagga men, sticks",Female Voice; Male Voices; Sticks,,,Hugh Tracey,1950,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR155,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1950TR155
